MATRICULA   NOMBRE                           APPAT                            APMAT                            FECHA NAC    EDAD   SEXO      LUGAR NAC              CURP
380070      MARIO                            DIAZ                             RAMIREZ                          24-11-2014   8      HOMBRE    MEXICO                 DIRM141124HMCZMRB6
380074      LUCIA                            LARA                             ROMERO                           17-07-1985   38     MUJER     VERACRUZ               LARL850717MVZRMC01
380075      MARIA                            ZAPATA                           LOPEZ                            12-06-1988   35     MUJER     HIDALGO                ZALM880612MHGPPX03
380076      ANTONIO                          TORRES                           MARTINEZ                         08-06-1992   31     HOMBRE    EXTRANJERO             TOMA920608HNERRN09
380082      ANA                              ORTEGA                           SANCHEZ                          06-12-2001   21     MUJER     COAHUILA               OESA011206MCLRNNA8
380098      LAURA                            GUERRERO                         JIMENEZ                          09-03-1986   37     MUJER     MORELOS                GUJL860309MMSRMR07
381003      DIANA                            NAVARRO                          ORTEGA                           07-03-2018   5      MUJER     SINALOA                NAOD180307MSLVRNB7
381006      LUISA                            RAMIREZ                          ROMERO                           04-05-1990   33     MUJER     HIDALGO                RARL900504MHGMMS06
381007      VALENTINA                        RODRIGUEZ                        SANCHEZ                          03-01-1980   43     MUJER     MICHOACAN              ROSV800103MMNDNL01
381008      MANUEL                           FLORES                           VEGA                             25-04-1988   35     HOMBRE    YUCATAN                FOVM880425HYNLGN01
381021      DIANA                            FLORES                           FERNANDEZ                        06-04-2003   20     MUJER     QUINTANA ROO           FOFD030406MQRLRNA5
381022      VALENTINA                        CHAVEZ                           ACOSTA                           11-12-1992   30     MUJER     GUERRERO               CAAV921211MGRHCL01
381030      JOSE LUIS                        SILVA                            GUTIERREZ                        22-08-2013   10     HOMBRE    EXTRANJERO             SIGL130822HNELTSB8
381035      RAQUEL                           PEREZ                            NAVARRO                          05-02-2008   15     MUJER     VERACRUZ               PENR080205MVZRVQA8
381036      ISABEL                           JIMENEZ                          ORTEGA                           26-07-1988   35     MUJER     OAXACA                 JIOI880726MOCMRS04
381042      JUAN                             VEGA                             ORTEGA                           23-10-1991   32     HOMBRE    SAN LUIS POTOSI        VEOJ911023HSPGRN07
381046      ALBERTO                          HERNANDEZ                        REYES                            29-09-1985   38     HOMBRE    COLIMA                 HERA850929HCMRYL02
381048      CAROLINA                         NAVARRO                          ALVAREZ                          19-05-2009   14     MUJER     HIDALGO                NAAC090519MHGVLRA1
381050      JOSE LUIS                        VALDEZ                           VALDEZ                           03-01-2001   22     HOMBRE    GUANAJUATO             VAVL010103HGTLLSA4
381057      MONICA                           VEGA                             ACOSTA                           25-06-2012   11     MUJER     QUERETARO              VEAM120625MQTGCNB4
381058      MARIA                            RAMIREZ                          GONZALEZ                         20-11-2004   18     MUJER     DURANGO                RAGM041120MDGMNXA2
381060      ROSA                             VALDEZ                           RUIZ                             14-11-2003   19     MUJER     TLAXCALA               VARR031114MTLLZSA9
381063      ALEJANDRO                        MORALES                          NUNEZ                            09-02-1986   37     HOMBRE    DISTRITO FEDERAL       MONA860209HDFRNL05
381065      CARMEN                           RAMIREZ                          ALVAREZ                          17-08-1985   38     MUJER     CAMPECHE               RAAC850817MCCMLR08
381080      DIANA                            NUNEZ                            VARGAS                           02-04-2007   16     MUJER     GUERRERO               NUVD070402MGRNRNA0
381085      LOURDES                          RUIZ                             VEGA                             21-11-1988   34     MUJER     COLIMA                 RUVL881121MCMZGR04
381086      CARMEN                           VALDEZ                           CRUZ                             28-01-2019   4      MUJER     SAN LUIS POTOSI        VACC190128MSPLRRB9
381087      JAVIER                           VALDEZ                           SOTO                             18-07-1990   33     HOMBRE    SINALOA                VASJ900718HSLLTV06
381091      CARLOS                           MORALES                          FUENTES                          21-11-1990   32     HOMBRE    EXTRANJERO             MOFC901121HNERNR01
381092      PEDRO                            ALVAREZ                          CASTRO                           01-02-1992   31     HOMBRE    BAJA CALIFORNIA        AACP920201HBCLSD03
382004      JULIA                            VEGA                             CRUZ                             30-01-1984   39     MUJER     MICHOACAN              VECJ840130MMNGRL09
382005      LUIS                             SANCHEZ                          LOPEZ                            11-06-1985   38     HOMBRE    PUEBLA                 SALL850611HPLNPS00
382013      JAVIER                           SILVA                            NAVARRO                          01-03-2018   5      HOMBRE    HIDALGO                SINJ180301HHGLVVB1
382016      SOFIA                            JIMENEZ                          CHAVEZ                           17-08-2018   5      MUJER     MORELOS                JICS180817MMSMHFB7
382017      CAROLINA                         PEREZ                            VALDEZ                           19-12-1996   26     MUJER     JALISCO                PEVC961219MJCRLR03
382018      RAFAEL                           JIMENEZ                          REYES                            29-01-1993   30     HOMBRE    ZACATECAS              JIRR930129HZSMYF07
382022      MARIO                            MORALES                          VARGAS                           17-03-1980   43     HOMBRE    JALISCO                MOVM800317HJCRRR09
382023      CLARA                            CRUZ                             LARA                             19-01-2014   9      MUJER     MORELOS                CULC140119MMSRRLB7
382027      CARMEN                           ORTEGA                           GONZALEZ                         21-08-1996   27     MUJER     DISTRITO FEDERAL       OEGC960821MDFRNR04
382028      MIGUEL                           ALVAREZ                          FUENTES                          22-02-2009   14     HOMBRE    YUCATAN                AAFM090222HYNLNGA1
382031      LOURDES                          SOTO                             ORTEGA                           12-03-2011   12     MUJER     BAJA CALIFORNIA        SOOL110312MBCTRRB7
382032      RAFAEL                           REYES                            MARTINEZ                         04-01-2020   3      HOMBRE    BAJA CALIFORNIA        REMR200104HBCYRFC3
382033      RAQUEL                           ROMERO                           HERNANDEZ                        25-07-1995   28     MUJER     BAJA CALIFORNIA        ROHR950725MBCMRQ07
382035      LUCIA                            VEGA                             NUNEZ                            28-11-2009   13     MUJER     SAN LUIS POTOSI        VENL091128MSPGNCA4
382040      MARIA                            JIMENEZ                          CASTRO                           15-10-1992   31     MUJER     QUINTANA ROO           JICM921015MQRMSX06
382047      RAFAEL                           SANCHEZ                          ROMERO                           25-08-2000   23     HOMBRE    VERACRUZ               SARR000825HVZNMFA0
382053      CARLOS                           SANCHEZ                          ORTEGA                           17-06-2008   15     HOMBRE    MORELOS                SAOC080617HMSNRRA2
382063      ALEJANDRO                        CHAVEZ                           SANCHEZ                          11-04-2009   14     HOMBRE    BAJA CALIFORNIA SUR    CASA090411HBSHNLA1
382075      CARMEN                           FERNANDEZ                        ROMERO                           14-05-1985   38     MUJER     QUERETARO              FERC850514MQTRMR06
382078      CAROLINA                         ALVAREZ                          RODRIGUEZ                        18-12-2013   9      MUJER     CAMPECHE               AARC131218MCCLDRB3
382086      CARLOS                           MORALES                          RODRIGUEZ                        24-08-2005   18     HOMBRE    TLAXCALA               MORC050824HTLRDRA6
382087      RAFAEL                           NUNEZ                            GUERRERO                         23-01-2013   10     HOMBRE    SONORA                 NUGR130123HSRNRFB1
382090      LOURDES                          RUIZ                             ACOSTA                           11-11-2015   7      MUJER     CHIHUAHUA              RUAL151111MCHZCRB3
382094      JAVIER                           VARGAS                           RAMIREZ                          11-07-1994   29     HOMBRE    MEXICO                 VARJ940711HMCRMV07
383000      ANDRES                           GUERRERO                         LOPEZ                            02-01-2003   20     HOMBRE    CHIHUAHUA              GULA030102HCHRPNA9
383002      DANIEL                           NAVARRO                          ORTEGA                           05-02-1991   32     HOMBRE    HIDALGO                NAOD910205HHGVRN09
383013      JAVIER                           ACOSTA                           CRUZ                             03-05-2007   16     HOMBRE    MICHOACAN              AOCJ070503HMNCRVA0
383015      PEDRO                            FERNANDEZ                        VARGAS                           12-11-1994   28     HOMBRE    QUINTANA ROO           FEVP941112HQRRRD03
383017      MARIO                            REYES                            SOTO                             21-11-2002   20     HOMBRE    GUERRERO               RESM021121HGRYTRA4
383022      CARMEN                           VARGAS                           RUIZ                             14-07-2006   17     MUJER     COLIMA                 VARC060714MCMRZRA8
383026      ANA                              REYES                            MORENO                           17-03-2019   4      MUJER     PUEBLA                 REMA190317MPLYRNB0
383027      DANIEL                           RODRIGUEZ                        ZAPATA                           21-09-2018   5      HOMBRE    SONORA                 ROZD180921HSRDPNB0
383035      SOFIA                            CASTRO                           DIAZ                             30-08-1981   42     MUJER     NAYARIT                CADS810830MNTSZF06
383037      LOURDES                          GUTIERREZ                        NUNEZ                            01-08-2013   10     MUJER     MICHOACAN              GUNL130801MMNTNRB5
383039      ANA                              RUIZ                             ROMERO                           09-10-2005   18     MUJER     MORELOS                RURA051009MMSZMNA9
383043      JOSE LUIS                        MENDOZA                          SANCHEZ                          30-08-1992   31     HOMBRE    GUERRERO               MESL920830HGRNNS01
383053      FRANCISCO                        LARA                             SOTO                             21-09-2007   16     HOMBRE    GUERRERO               LASF070921HGRRTRA8
383059      MARTA                            GUTIERREZ                        ALVAREZ                          19-01-1994   29     MUJER     JALISCO                GUAM940119MJCTLR03
383061      LUCIA                            SOTO                             ROMERO                           07-06-2013   10     MUJER     MICHOACAN              SORL130607MMNTMCB4
383067      JAVIER                           HERNANDEZ                        FERNANDEZ                        25-04-1984   39     HOMBRE    COLIMA                 HEFJ840425HCMRRV04
383071      RAFAEL                           MENDOZA                          YEPIZ                            30-10-2015   8      HOMBRE    TLAXCALA               MEYR151030HTLNPFB5
383076      DANIEL                           MORALES                          FERNANDEZ                        19-03-2020   3      HOMBRE    CHIHUAHUA              MOFD200319HCHRRNC6
383079      MARTA                            YEPIZ                            SANCHEZ                          13-07-1983   40     MUJER     CHIHUAHUA              YESM830713MCHPNR01
383080      FERNANDO                         VEGA                             YEPIZ                            17-05-2001   22     HOMBRE    CHIHUAHUA              VEYF010517HCHGPRA6
383082      CARLOS                           MORALES                          MARTINEZ                         26-05-2005   18     HOMBRE    BAJA CALIFORNIA        MOMC050526HBCRRRA3
383083      MARTA                            ROMERO                           FLORES                           02-05-2011   12     MUJER     YUCATAN                ROFM110502MYNMLRB7
383085      DANIEL                           PEREZ                            CASTRO                           28-01-1993   30     HOMBRE    ZACATECAS              PECD930128HZSRSN08
383087      ANDRES                           VEGA                             RODRIGUEZ                        16-03-1990   33     HOMBRE    COLIMA                 VERA900316HCMGDN09
383089      JAVIER                           SOTO                             JIMENEZ                          21-06-2006   17     HOMBRE    MICHOACAN              SOJJ060621HMNTMVA3
383094      DAVID                            SILVA                            FERNANDEZ                        24-10-2014   9      HOMBRE    JALISCO                SIFD141024HJCLRVB4
384000      LUISA                            CHAVEZ                           SOTO                             08-03-2016   7      MUJER     SONORA                 CASL160308MSRHTSB7
384012      LUIS                             FUENTES                          ROJAS                            23-02-2019   4      HOMBRE    OAXACA                 FURL190223HOCNJSB9
384020      FERNANDO                         GOMEZ                            VALDEZ                           26-04-2009   14     HOMBRE    TABASCO                GOVF090426HTCMLRA9
384021      LAURA                            DIAZ                             RODRIGUEZ                        10-07-1981   42     MUJER     YUCATAN                DIRL810710MYNZDR00
384022      ISABEL                           RAMIREZ                          SOTO                             03-03-2016   7      MUJER     NAYARIT                RASI160303MNTMTSB6
384023      FRANCISCO                        VARGAS                           ACOSTA                           14-01-1985   38     HOMBRE    COLIMA                 VAAF850114HCMRCR02
384036      RAQUEL                           VALDEZ                           ZAPATA                           15-02-1993   30     MUJER     TABASCO                VAZR930215MTCLPQ02
384043      MONICA                           ROMERO                           DIAZ                             18-06-1997   26     MUJER     VERACRUZ               RODM970618MVZMZN08
384053      CARMEN                           MENDOZA                          PEREZ                            20-06-2016   7      MUJER     EXTRANJERO             MEPC160620MNENRRB6
384055      PEDRO                            VALDEZ                           LARA                             26-03-1989   34     HOMBRE    BAJA CALIFORNIA        VALP890326HBCLRD08
384058      LUIS                             PEREZ                            MARTINEZ                         13-09-1999   24     HOMBRE    SINALOA                PEML990913HSLRRS05
384060      LUIS                             VARGAS                           CASTRO                           14-06-1985   38     HOMBRE    MICHOACAN              VACL850614HMNRSS03
384067      PATRICIA                         NAVARRO                          ROMERO                           27-04-1991   32     MUJER     COAHUILA               NARP910427MCLVMT01
384073      MONICA                           FLORES                           VEGA                             02-12-1989   33     MUJER     TABASCO                FOVM891202MTCLGN04
384081      ALEJANDRO                        RAMIREZ                          FUENTES                          11-11-1986   36     HOMBRE    TLAXCALA               RAFA861111HTLMNL08
384085      CARLOS                           GUERRERO                         GUTIERREZ                        06-06-1998   25     HOMBRE    QUINTANA ROO           GUGC980606HQRRTR04
384090      FRANCISCO                        GOMEZ                            TORRES                           29-07-2009   14     HOMBRE    JALISCO                GOTF090729HJCMRRA1
384094      ALEJANDRO                        GUERRERO                         DIAZ                             10-03-2009   14     HOMBRE    ZACATECAS              GUDA090310HZSRZLA0
385011      LUISA                            PEREZ                            YEPIZ                            21-05-2001   22     MUJER     QUINTANA ROO           PEYL010521MQRRPSA3
385014      ROSA                             REYES                            MENDOZA                          17-05-2006   17     MUJER     CHIAPAS                REMR060517MCSYNSA2
385025      JOSE LUIS                        MORENO                           CHAVEZ                           07-11-1985   37     HOMBRE    HIDALGO                MOCL851107HHGRHS04
385031      CARLOS                           DIAZ                             YEPIZ                            02-08-2014   9      HOMBRE    NAYARIT                DIYC140802HNTZPRB6
385032      RAQUEL                           DIAZ                             REYES                            03-12-1987   35     MUJER     NAYARIT                DIRR871203MNTZYQ08
385041      JAVIER                           LARA                             MORALES                          27-05-2004   19     HOMBRE    VERACRUZ               LAMJ040527HVZRRVA2
385051      MARIA                            FUENTES                          ZAPATA                           09-06-1986   37     MUJER     GUANAJUATO             FUZM860609MGTNPX03
385053      MIGUEL                           RODRIGUEZ                        ORTEGA                           26-02-1988   35     HOMBRE    TAMAULIPAS             ROOM880226HTSDRG06
385057      LAURA                            CASTRO                           VARGAS                           23-05-1986   37     MUJER     AGUASCALIENTES         CAVL860523MASSRR09
385060      MARIO                            FERNANDEZ                        VALDEZ                           01-04-1996   27     HOMBRE    YUCATAN                FEVM960401HYNRLR07
385061      ALEJANDRO                        ROMERO                           YEPIZ                            21-04-1999   24     HOMBRE    TABASCO                ROYA990421HTCMPL08
385063      JOSE                             RODRIGUEZ                        ALVAREZ                          04-11-2006   16     HOMBRE    NUEVO LEON             ROAJ061104HNLDLXA3
385064      JAVIER                           GUTIERREZ                        FLORES                           13-04-1994   29     HOMBRE    HIDALGO                GUFJ940413HHGTLV06
385072      ANA                              ROMERO                           LARA                             31-07-2004   19     MUJER     COAHUILA               ROLA040731MCLMRNA1
385074      SOFIA                            SILVA                            MARTINEZ                         04-01-1993   30     MUJER     COLIMA                 SIMS930104MCMLRF08
385077      LUISA                            GONZALEZ                         PEREZ                            17-03-2018   5      MUJER     CHIAPAS                GOPL180317MCSNRSB0
385082      PEDRO                            ALVAREZ                          REYES                            10-09-1987   36     HOMBRE    EXTRANJERO             AARP870910HNELYD09
385084      ELENA                            RODRIGUEZ                        TORRES                           23-06-2000   23     MUJER     OAXACA                 ROTE000623MOCDRLA9
385086      LUIS                             DIAZ                             REYES                            19-09-2000   23     HOMBRE    AGUASCALIENTES         DIRL000919HASZYSA8
385091      FRANCISCO                        SOTO                             VARGAS                           08-06-2011   12     HOMBRE    TLAXCALA               SOVF110608HTLTRRB6
385099      ALEJANDRO                        LOPEZ                            FERNANDEZ                        04-11-2008   14     HOMBRE    OAXACA                 LOFA081104HOCPRLA8
386001      ROSA                             MORALES                          GONZALEZ                         23-05-1996   27     MUJER     AGUASCALIENTES         MOGR960523MASRNS00
386012      ROSA                             PEREZ                            ROMERO                           23-04-2018   5      MUJER     CHIHUAHUA              PERR180423MCHRMSB8
386017      ISABEL                           MENDOZA                          VARGAS                           25-08-1994   29     MUJER     GUANAJUATO             MEVI940825MGTNRS08
386022      DIANA                            MORENO                           GUTIERREZ                        28-11-1985   37     MUJER     TLAXCALA               MOGD851128MTLRTN07
386025      DAVID                            VARGAS                           LOPEZ                            25-04-1991   32     HOMBRE    PUEBLA                 VALD910425HPLRPV06
386026      RAQUEL                           ORTEGA                           TORRES                           16-04-1986   37     MUJER     QUINTANA ROO           OETR860416MQRRRQ03
386027      MONICA                           SANCHEZ                          YEPIZ                            16-03-2020   3      MUJER     GUERRERO               SAYM200316MGRNPNC9
386029      JOSE LUIS                        NAVARRO                          YEPIZ                            25-12-1985   37     HOMBRE    BAJA CALIFORNIA        NAYL851225HBCVPS04
386032      ANDRES                           GOMEZ                            YEPIZ                            25-05-2015   8      HOMBRE    TABASCO                GOYA150525HTCMPNB6
386044      FERNANDO                         REYES                            ROMERO                           03-02-1985   38     HOMBRE    PUEBLA                 RERF850203HPLYMR02
386047      CARMEN                           ACOSTA                           HERNANDEZ                        21-04-1990   33     MUJER     OAXACA                 AOHC900421MOCCRR09
386054      JAVIER                           CHAVEZ                           MORALES                          04-05-2008   15     HOMBRE    QUERETARO              CAMJ080504HQTHRVA8
386056      MARTA                            SOTO                             REYES                            30-05-2013   10     MUJER     AGUASCALIENTES         SORM130530MASTYRB3
386061      ELENA                            ALVAREZ                          FERNANDEZ                        09-03-1983   40     MUJER     NUEVO LEON             AAFE830309MNLLRL09
386065      ALEJANDRO                        ROMERO                           GOMEZ                            12-10-2002   21     HOMBRE    QUINTANA ROO           ROGA021012HQRMMLA8
386068      FERNANDO                         MORENO                           JIMENEZ                          10-07-2012   11     HOMBRE    YUCATAN                MOJF120710HYNRMRB2
386078      RAFAEL                           LOPEZ                            ROMERO                           27-09-1993   30     HOMBRE    DURANGO                LORR930927HDGPMF03
386085      VALENTINA                        SOTO                             GUTIERREZ                        09-10-1989   34     MUJER     NUEVO LEON             SOGV891009MNLTTL03
386088      ALBERTO                          PEREZ                            DIAZ                             03-03-2013   10     HOMBRE    MICHOACAN              PXDA130303HMNRZLB7
386090      ALEJANDRO                        DIAZ                             REYES                            15-07-2002   21     HOMBRE    SAN LUIS POTOSI        DIRA020715HSPZYLA6
386093      LUCIA                            RODRIGUEZ                        FLORES                           20-01-1998   25     MUJER     BAJA CALIFORNIA SUR    ROFL980120MBSDLC02
387002      JOSE                             SILVA                            FLORES                           04-07-1985   38     HOMBRE    DISTRITO FEDERAL       SIFJ850704HDFLLX03
387005      ISABEL                           GUERRERO                         SILVA                            06-11-1985   37     MUJER     BAJA CALIFORNIA        GUSI851106MBCRLS07
387011      JOSE LUIS                        GUERRERO                         ALVAREZ                          24-12-1999   23     HOMBRE    CHIAPAS                GUAL991224HCSRLS06
387013      ROSA                             GUTIERREZ                        ALVAREZ                          18-09-1985   38     MUJER     SINALOA                GUAR850918MSLTLS01
387014      LOURDES                          RUIZ                             FERNANDEZ                        14-09-1995   28     MUJER     DISTRITO FEDERAL       RUFL950914MDFZRR09
387019      JOSE                             NAVARRO                          REYES                            28-06-1999   24     HOMBRE    MEXICO                 NARJ990628HMCVYX02
387023      CAROLINA                         NUNEZ                            VALDEZ                           17-06-1981   42     MUJER     EXTRANJERO             NUVC810617MNENLR08
387024      LUCIA                            MORALES                          RUIZ                             28-11-2015   7      MUJER     MORELOS                MORL151128MMSRZCB9
387025      LOURDES                          ACOSTA                           SANCHEZ                          07-06-1989   34     MUJER     TABASCO                AOSL890607MTCCNR01
387028      ALBERTO                          CRUZ                             YEPIZ                            05-02-1984   39     HOMBRE    CHIAPAS                CUYA840205HCSRPL06
387040      MARIO                            NAVARRO                          MENDOZA                          19-11-1984   38     HOMBRE    NUEVO LEON             NAMM841119HNLVNR06
387042      JAVIER                           CHAVEZ                           SOTO                             31-05-1997   26     HOMBRE    QUERETARO              CASJ970531HQTHTV07
387044      SOFIA                            NAVARRO                          MENDOZA                          16-05-1984   39     MUJER     SINALOA                NAMS840516MSLVNF09
387053      ROBERTO                          VARGAS                           GUTIERREZ                        20-05-1991   32     HOMBRE    SINALOA                VAGR910520HSLRTB04
387057      ANA                              LARA                             CHAVEZ                           12-04-2002   21     MUJER     OAXACA                 LACA020412MOCRHNA9
387063      ANDRES                           LOPEZ                            MENDOZA                          23-03-2010   13     HOMBRE    HIDALGO                LOMA100323HHGPNNB7
387064      FERNANDO                         ALVAREZ                          HERNANDEZ                        07-06-1992   31     HOMBRE    CHIHUAHUA              AAHF920607HCHLRR06
387073      LUCIA                            VALDEZ                           MORENO                           13-07-2006   17     MUJER     YUCATAN                VAML060713MYNLRCA1
387074      ISABEL                           JIMENEZ                          ORTEGA                           09-01-1996   27     MUJER     VERACRUZ               JIOI960109MVZMRS03
387077      MARTA                            MORENO                           GOMEZ                            07-06-2003   20     MUJER     DISTRITO FEDERAL       MOGM030607MDFRMRA9
387080      DANIEL                           MARTINEZ                         ACOSTA                           27-03-1985   38     HOMBRE    AGUASCALIENTES         MAAD850327HASRCN00
387081      ELENA                            JIMENEZ                          GOMEZ                            04-06-2012   11     MUJER     PUEBLA                 JIGE120604MPLMMLB3
387093      SOFIA                            ALVAREZ                          DIAZ                             10-04-2011   12     MUJER     MICHOACAN              AADS110410MMNLZFB4
387094      RAQUEL                           VARGAS                           CRUZ                             17-09-2010   13     MUJER     NAYARIT                VACR100917MNTRRQB4
387098      PEDRO                            ROMERO                           TORRES                           18-03-2013   10     HOMBRE    QUERETARO              ROTP130318HQTMRDB2
388000      JUAN                             GUTIERREZ                        TORRES                           12-06-2017   6      HOMBRE    TLAXCALA               GUTJ170612HTLTRNB4
388001      ALEJANDRO                        ORTEGA                           SILVA                            26-02-2016   7      HOMBRE    TLAXCALA               OESA160226HTLRLLB4
388011      PATRICIA                         FUENTES                          SOTO                             05-07-1981   42     MUJER     MORELOS                FUSP810705MMSNTT05
388029      ANTONIO                          RODRIGUEZ                        CHAVEZ                           25-09-2007   16     HOMBRE    CAMPECHE               ROCA070925HCCDHNA7
388032      VALENTINA                        GUERRERO                         ORTEGA                           16-10-2008   15     MUJER     NUEVO LEON             GUOV081016MNLRRLA9
388035      ALBERTO                          GOMEZ                            RAMIREZ                          08-03-1993   30     HOMBRE    PUEBLA                 GORA930308HPLMML01
388036      ELENA                            YEPIZ                            MORENO                           27-09-1983   40     MUJER     COLIMA                 YEME830927MCMPRL05
388040      FRANCISCO                        CRUZ                             HERNANDEZ                        03-06-2001   22     HOMBRE    CHIAPAS                CUHF010603HCSRRRA1
388045      FERNANDO                         RODRIGUEZ                        RAMIREZ                          27-01-1980   43     HOMBRE    QUERETARO              RORF800127HQTDMR02
388057      JOSE                             MENDOZA                          ROJAS                            11-01-2000   23     HOMBRE    SINALOA                MERJ000111HSLNJXA6
388064      RAFAEL                           CRUZ                             LARA                             12-01-1992   31     HOMBRE    CHIAPAS                CULR920112HCSRRF01
388065      CARLOS                           CHAVEZ                           RAMIREZ                          04-07-2006   17     HOMBRE    QUERETARO              CARC060704HQTHMRA9
388074      ELENA                            VEGA                             SANCHEZ                          07-06-1987   36     MUJER     NUEVO LEON             VESE870607MNLGNL07
388080      JUAN                             TORRES                           CRUZ                             25-10-2011   12     HOMBRE    COAHUILA               TOCJ111025HCLRRNB6
388085      DAVID                            FERNANDEZ                        GUTIERREZ                        26-01-2010   13     HOMBRE    BAJA CALIFORNIA        FEGD100126HBCRTVB6
388087      ANTONIO                          MORALES                          CASTRO                           30-04-2018   5      HOMBRE    EXTRANJERO             MOCA180430HNERSNB2
388088      JUAN                             DIAZ                             RODRIGUEZ                        23-06-1992   31     HOMBRE    CHIAPAS                DIRJ920623HCSZDN08
388091      RAQUEL                           GUERRERO                         SOTO                             28-07-1999   24     MUJER     BAJA CALIFORNIA SUR    GUSR990728MBSRTQ06
388093      CAROLINA                         JIMENEZ                          ACOSTA                           08-11-1982   40     MUJER     SONORA                 JIAC821108MSRMCR05
388096      ROBERTO                          FLORES                           NUNEZ                            24-01-2004   19     HOMBRE    TAMAULIPAS             FONR040124HTSLNBA6
388098      ANTONIO                          CRUZ                             JIMENEZ                          04-07-2014   9      HOMBRE    COLIMA                 CUJA140704HCMRMNB0
389017      FERNANDO                         GUTIERREZ                        NUNEZ                            01-02-1982   41     HOMBRE    TAMAULIPAS             GUNF820201HTSTNR04
389019      MONICA                           RUIZ                             YEPIZ                            11-06-2015   8      MUJER     HIDALGO                RUYM150611MHGZPNB0
389024      ROSA                             FLORES                           MARTINEZ                         17-06-1988   35     MUJER     DURANGO                FOMR880617MDGLRS07
389031      MARIA                            ZAPATA                           MORALES                          12-06-2002   21     MUJER     PUEBLA                 ZAMM020612MPLPRXA4
389036      JULIA                            LOPEZ                            ROMERO                           18-09-2002   21     MUJER     DISTRITO FEDERAL       LORJ020918MDFPMLA9
389047      LOURDES                          NUNEZ                            FUENTES                          15-05-1991   32     MUJER     TLAXCALA               NUFL910515MTLNNR09
389059      ANA                              MORENO                           SOTO                             06-07-2017   6      MUJER     NAYARIT                MOSA170706MNTRTNB7
389060      MARIA                            SILVA                            RODRIGUEZ                        03-05-2018   5      MUJER     MORELOS                SIRM180503MMSLDXB8
389067      ALBERTO                          ORTEGA                           YEPIZ                            02-04-1993   30     HOMBRE    SONORA                 OEYA930402HSRRPL04
389069      JULIA                            REYES                            LOPEZ                            04-04-2019   4      MUJER     VERACRUZ               RELJ190404MVZYPLB8
389071      CARLOS                           FUENTES                          SILVA                            28-02-1987   36     HOMBRE    GUERRERO               FUSC870228HGRNLR07
389072      PEDRO                            JIMENEZ                          MENDOZA                          15-10-2001   22     HOMBRE    COLIMA                 JIMP011015HCMMNDA5
389074      FERNANDO                         MORALES                          JIMENEZ                          14-04-1996   27     HOMBRE    GUERRERO               MOJF960414HGRRMR09
389085      CARMEN                           SANCHEZ                          ROJAS                            15-07-2005   18     MUJER     CAMPECHE               SARC050715MCCNJRA7
389087      ROSA                             MORENO                           SILVA                            23-01-1996   27     MUJER     EXTRANJERO             MOSR960123MNERLS04
389089      RAQUEL                           NAVARRO                          HERNANDEZ                        05-06-2003   20     MUJER     SINALOA                NAHR030605MSLVRQA7
389091      PEDRO                            ROMERO                           JIMENEZ                          17-09-2007   16     HOMBRE    GUANAJUATO             ROJP070917HGTMMDA0
390000      LAURA                            YEPIZ                            PEREZ                            17-11-1990   32     MUJER     PUEBLA                 YEPL901117MPLPRR02
390013      CAROLINA                         SILVA                            SOTO                             22-02-2008   15     MUJER     GUERRERO               SISC080222MGRLTRA4
390015      DANIEL                           MORENO                           TORRES                           03-11-2000   22     HOMBRE    PUEBLA                 MOTD001103HPLRRNA2
390024      SOFIA                            RODRIGUEZ                        MARTINEZ                         14-02-1993   30     MUJER     GUANAJUATO             ROMS930214MGTDRF09
390038      JOSE LUIS                        TORRES                           ALVAREZ                          04-03-2011   12     HOMBRE    CAMPECHE               TOAL110304HCCRLSB0
390040      MARIA                            VEGA                             FLORES                           26-03-2005   18     MUJER     TAMAULIPAS             VEFM050326MTSGLXA7
390044      CARLOS                           GONZALEZ                         GUTIERREZ                        08-04-2008   15     HOMBRE    BAJA CALIFORNIA        GOGC080408HBCNTRA8
390045      ALEJANDRO                        RAMIREZ                          NUNEZ                            28-12-2007   15     HOMBRE    QUERETARO              RANA071228HQTMNLA1
390048      LUCIA                            PEREZ                            FERNANDEZ                        19-04-1987   36     MUJER     JALISCO                PEFL870419MJCRRC02
390049      JAVIER                           VEGA                             NUNEZ                            18-11-2001   21     HOMBRE    HIDALGO                VENJ011118HHGGNVA3
390052      JAVIER                           DIAZ                             NAVARRO                          13-04-1996   27     HOMBRE    NAYARIT                DINJ960413HNTZVV02
390066      JAVIER                           MARTINEZ                         SILVA                            06-11-2018   4      HOMBRE    CHIHUAHUA              MASJ181106HCHRLVB1
390067      LOURDES                          RAMIREZ                          MORALES                          06-02-2017   6      MUJER     MICHOACAN              RAML170206MMNMRRB6
390070      LAURA                            RUIZ                             GUERRERO                         15-12-2004   18     MUJER     VERACRUZ               RUGL041215MVZZRRA6
390079      JOSE                             ZAPATA                           CHAVEZ                           16-11-2016   6      HOMBRE    TAMAULIPAS             ZACJ161116HTSPHXB6
390081      JOSE LUIS                        MARTINEZ                         GUERRERO                         11-12-2012   10     HOMBRE    MEXICO                 MAGL121211HMCRRSB3
390085      ELENA                            RAMIREZ                          NAVARRO                          05-02-2019   4      MUJER     DURANGO                RANE190205MDGMVLB7
390094      ROBERTO                          GOMEZ                            RODRIGUEZ                        29-12-2014   8      HOMBRE    MICHOACAN              GORR141229HMNMDBB8
